"species_code","score","start_offset_sec","end_offset_sec"
"buhvir",0.6213474,14,17
"gockin",0.67022204,63,66
"daejun",0.6427627,82,85
"bkbwar",0.7498052,113,116
"veery",0.7047658,133,136
"winwre3",0.999837,138,141
"ovenbi1",0.99925476,145,148
"eastow",0.38755485,150,153
"magwar",0.71697676,154,157
"woothr",0.8561788,159,162
"btnwar",0.9964592,171,174
"bkcchi",0.6364649,204,207
"amecro",0.63083977,252,255
"whtspa",0.7338898,293,296
"rebnut",0.38374907,367,370
"swathr",0.8099555,397,400
"scatan",0.3360318,422,425
"indbun",0.36571637,451,454
"herthr",0.999554,459,462
"brwhaw",0.5157578,555,558
"amered",0.94959503,567,570
"reevir1",0.9991593,572,575
"yebsap",0.98922455,635,638
"amerob",0.48645917,671,674
"tuftit",0.32669428,814,817
