"species_code","score","start_offset_sec","end_offset_sec"
"whtspa",0.38433537,16,19
"norcar",0.8488838,36,39
"balori",0.26649404,56,59
"bnhcow",0.3716781,67,70
"eastow",0.6646962,80,83
"carwre",0.25765955,81,84
"sonspa",0.25196058,129,132
"tuftit",0.96559584,142,145
"mouwar",0.5061278,162,165
"pilwoo",0.94022644,177,180
"robgro",0.9860278,184,187
"blujay",0.89794624,191,194
"woothr",0.99999464,216,219
"ovenbi1",0.9888205,245,248
"eawpew",0.29432786,318,321
"amecro",0.9666811,322,325
"magwar",0.3971511,337,340
"hoowar",0.99094385,340,343
"reevir1",0.9947144,345,348
"rebwoo",0.5094345,352,355
"acafly",0.9394989,366,369
"amerob",0.73887676,372,375
"btnwar",0.705583,372,375
"bawwar",0.25705922,379,382
