"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.34988397,18,21
"reshaw",0.9823777,25,28
"herthr",0.38478377,33,36
"comrav",0.96199286,41,44
"gockin",0.9779136,43,46
"comyel",0.9887876,44,47
"ovenbi1",0.996711,51,54
"whtspa",0.98064786,56,59
"grycat",0.99975944,62,65
"bkcchi",0.60098183,64,67
"swaspa",0.5996988,74,77
"chswar",0.95410013,82,85
"sonspa",0.9225534,84,87
"yelwar",0.32852685,104,107
"scatan",0.85940856,122,125
"hoowar",0.36365706,122,125
"reevir1",0.590884,123,126
"bkbwar",0.5513723,138,141
"bawwar",0.31337354,139,142
"daejun",0.56309026,148,151
"btbwar",0.9991213,153,156
"canwar",0.7919905,159,162
"magwar",0.686548,168,171
"linspa",0.7325089,177,180
"yerwar",0.6508084,178,181
"amered",0.3781084,182,185
"veery",0.9304768,194,197
