"species_code","score","start_offset_sec","end_offset_sec"
"boboli",0.4799989,2,5
"grycat",0.6131931,3,6
"cangoo",0.9849116,4,7
"norcar",0.9539838,5,8
"sonspa",0.55244213,9,12
"moudov",0.684338,10,13
"linspa",0.8006726,22,25
"treswa",0.342032,22,25
"yelwar",0.99794394,28,31
"cedwax",0.7281091,31,34
"comyel",0.69796264,31,34
"orcori",0.99821764,34,37
"amerob",0.30813476,36,39
"comgra",0.344986,37,40
"indbun",0.5363692,40,43
"rewbla",0.856836,43,46
"bkpwar",0.3740963,43,46
"swaspa",0.9743195,48,51
