"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.9525012,3,6
"norwat",0.9970471,11,14
"carwre",0.65266716,17,20
"comyel",0.26299584,19,22
"warvir",0.99720895,21,24
"brnthr",0.3699146,27,30
"norcar",0.6549,32,35
"tuftit",0.67607445,34,37
"eastow",0.46542895,43,46
"rewbla",0.8894803,45,48
"houwre",0.99988097,56,59
"sonspa",0.5135226,65,68
"amerob",0.993133,88,91
"robgro",0.68525326,99,102
"normoc",0.33366045,113,116
"grycat",0.999647,119,122
"buggna",0.6886051,136,139
"balori",0.37754038,144,147
"rebwoo",0.44742683,145,148
"woothr",0.68573976,146,149
