"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.46049786,18,21
"tuftit",0.36979923,18,21
"grycat",0.99999547,35,38
"indbun",0.9385441,38,41
"woothr",0.95575017,48,51
"blujay",0.7962211,49,52
"yerwar",0.4077198,63,66
"balori",0.4257671,64,67
"dickci",0.25572565,70,73
"moudov",0.7015958,71,74
"yelwar",0.28156242,77,80
"btnwar",0.65823245,81,84
"comyel",0.9814714,84,87
"rewbla",0.32423097,85,88
"whevir",0.7655955,87,90
"yebcha",0.7365865,91,94
"grcfly",0.9777778,92,95
"whbnut",0.44040355,92,95
"dowwoo",0.9509993,93,96
"fiespa",0.8288781,94,97
"amerob",0.46394408,94,97
"brnthr",0.2928182,100,103
"norcar",0.99969476,104,107
"reevir1",0.5639928,106,109
