"species_code","score","start_offset_sec","end_offset_sec"
"wilfly",0.3588919,7,10
"norcar",0.2764704,11,14
"comyel",0.9966271,17,20
"eawpew",0.4755204,24,27
"brncre",0.26458228,25,28
"moudov",0.9905699,29,32
"bkcchi",0.9702988,29,32
"veery",0.5833406,31,34
"reevir1",0.451698,82,85
"amecro",0.9734762,93,96
"eastow",0.838712,99,102
"yetvir",0.99935627,115,118
"rewbla",0.99268043,128,131
"grycat",0.9991428,150,153
"virrai",0.8951174,175,178
"carwre",0.36783686,176,179
"tuftit",0.77185094,191,194
"buggna",0.2604728,256,259
"houwre",0.42753026,265,268
"buhvir",0.5624417,275,278
"balori",0.63297933,303,306
"woothr",0.71238256,315,318
"amerob",0.9751454,325,328
"yelwar",0.95723057,325,328
"sonspa",0.9873253,333,336
"robgro",0.27288598,338,341
