"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.925859,5,8
"reevir1",0.33127648,8,11
"yetwar",0.2544661,8,11
"carwre",0.88945025,9,12
"woothr",0.90450335,10,13
"hoowar",0.9732029,24,27
"prawar",0.99992204,49,52
"whevir",0.99964815,60,63
"mallar3",0.76908386,75,78
"amerob",0.35406107,76,79
"blujay",0.651188,78,81
"comyel",0.2583825,79,82
"moudov",0.99399525,82,85
"yetvir",0.9422616,84,87
"grycat",0.43869683,95,98
"yebcha",0.9979968,97,100
"norcar",0.94509095,98,101
"fiespa",0.43132827,100,103
"indbun",0.9988816,103,106
"osprey",0.44061828,125,128
