"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.3164237,0,3
"norcar",0.3299565,6,9
"easblu",0.28069502,6,9
"robgro",0.25068894,6,9
"amerob",0.27284065,11,14
"bkbwar",0.3318128,14,17
"whtspa",0.5160677,16,19
"eastow",0.99980074,25,28
"bnhcow",0.28622892,26,29
"veery",0.99683446,60,63
"rewbla",0.32828087,69,72
"aldfly",0.97562855,76,79
"naswar",0.6225076,84,87
"indbun",0.96905154,126,129
"chswar",0.99808407,132,135
"bawwar",0.99508876,138,141
"reevir1",0.9926117,149,152
"yelwar",0.8101864,151,154
"fiespa",0.98932284,154,157
"moudov",0.9505405,191,194
"sonspa",0.99767494,192,195
"comyel",0.7461575,204,207
"yerwar",0.26342505,229,232
