"species_code","score","start_offset_sec","end_offset_sec"
"chispa",0.9981869,0,3
"easblu",0.99642396,1,4
"houwre",0.7403492,3,6
"balori",0.6327931,4,7
"woewar1",0.7865258,7,10
"killde",0.999354,14,17
"blujay",0.7741571,26,29
"mallar3",0.6429799,26,29
"comyel",0.5063756,32,35
"normoc",0.9978614,34,37
"eastow",0.25303978,36,39
"eursta",0.8619685,37,40
"grcfly",0.52531296,56,59
"sonspa",0.6776486,57,60
"yelwar",0.8486396,62,65
"grycat",0.99640477,82,85
"fiscro",0.5494029,93,96
"haiwoo",0.88721436,102,105
"rewbla",0.87359244,102,105
"yebcha",0.5681816,102,105
"brnthr",0.61346793,105,108
"comgra",0.9714867,115,118
"amegfi",0.87756425,116,119
"amerob",0.99150634,122,125
"warvir",0.86506957,128,131
"robgro",0.75541484,128,131
