"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.9961794,12,15
"woothr",0.2810957,15,18
"amegfi",0.9663283,16,19
"eastow",0.9500398,23,26
"yelwar",0.9672348,28,31
"chispa",0.3602927,30,33
"sonspa",0.89542377,31,34
"amerob",0.95312715,33,36
"norfli",0.9887804,39,42
"comgra",0.999382,56,59
"easblu",0.44128925,64,67
"acafly",0.99644864,67,70
"grycat",0.96234345,73,76
"warvir",0.30155864,81,84
"reevir1",0.28702974,82,85
"comyel",0.981692,83,86
"yetvir",0.7588173,83,86
"rewbla",0.9730468,84,87
