"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.72475266,5,8
"eursta",0.8086129,6,9
"amerob",0.9887417,8,11
"easpho",0.85591066,10,13
"amecro",0.9033726,12,15
"sonspa",0.96229565,14,17
"yetvir",0.3515089,14,17
"grycat",0.6667812,17,20
"normoc",0.9989424,20,23
"moudov",0.6978047,29,32
"norcar",0.57131004,30,33
"chispa",0.9812704,32,35
"blujay",0.36310348,34,37
"savspa",0.3274889,34,37
"houwre",0.89306927,40,43
"brnthr",0.70977694,41,44
"killde",0.8909132,43,46
"balori",0.5644167,46,49
"tuftit",0.94827247,47,50
"carchi",0.5294309,54,57
