"species_code","score","start_offset_sec","end_offset_sec"
"amered",0.73000485,0,3
"mouwar",0.3658128,0,3
"chswar",0.98717475,2,5
"norfli",0.99647665,7,10
"eursta",0.39904732,14,17
"sonspa",0.40571827,32,35
"reevir1",0.9932596,33,36
"bkcchi",0.9772162,33,36
"canwar",0.8705721,37,40
"tuftit",0.39545134,55,58
"comyel",0.7119442,73,76
"moudov",0.38588643,77,80
"amerob",0.32956153,77,80
"daejun",0.8527203,82,85
"blujay",0.9973719,88,91
"dowwoo",0.95340174,93,96
"rebnut",0.99839944,97,100
"winwre3",0.42862597,97,100
"brncre",0.37489238,99,102
"whbnut",0.9316669,100,103
"wiltur",0.40809336,104,107
