"species_code","score","start_offset_sec","end_offset_sec"
"sedwre1",0.47707367,0,3
"carwre",0.41741648,9,12
"whevir",0.9253948,10,13
"prawar",0.99143654,12,15
"amecro",0.6382033,20,23
"canwar",0.6257534,21,24
"norcar",0.99487245,33,36
"amegfi",0.9913163,34,37
"comyel",0.93791616,39,42
"amerob",0.5687978,41,44
"indbun",0.9437635,42,45
"purmar",0.99644893,48,51
"grcfly",0.8724282,65,68
"yebcha",0.9734855,67,70
"sonspa",0.41397086,70,73
"moudov",0.67610365,97,100
"reevir1",0.991315,98,101
"tuftit",0.28142142,103,106
"rewbla",0.45088556,109,112
"pinwar",0.82721025,110,113
"fiespa",0.9951098,120,123
"eawpew",0.93922955,125,128
