"species_code","score","start_offset_sec","end_offset_sec"
"gockin",0.2900183,8,11
"scatan",0.8811872,11,14
"eawpew",0.99995303,14,17
"bkcchi",0.9427663,18,21
"rewbla",0.58588874,18,21
"reevir1",0.9867692,24,27
"ovenbi1",0.97582006,26,29
"daejun",0.31145748,41,44
"robgro",0.76763856,44,47
"balori",0.30479565,45,48
"tuftit",0.8532194,48,51
"yebsap",0.6950183,49,52
"amerob",0.983542,55,58
"bkbwar",0.38743645,60,63
"norcar",0.2765495,70,73
"woothr",0.34282488,72,75
"gryjay",0.70776993,77,80
"brncre",0.99952245,95,98
