"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.6298609,9,12
"eawpew",0.40839475,9,12
"buhvir",0.7786332,10,13
"whevir",0.59853804,12,15
"herthr",0.9109621,19,22
"brncre",0.6458486,20,23
"woothr",0.9280421,39,42
"amerob",0.49547067,47,50
"reevir1",0.99699223,56,59
"easpho",0.9996781,67,70
"barswa",0.4966022,73,76
"buggna",0.99788094,74,77
"amecro",0.4719978,74,77
"carwre",0.3296128,75,78
"houspa",0.462853,79,82
"ovenbi1",0.99925816,88,91
"btnwar",0.31912604,92,95
"acafly",0.99885553,94,97
