"species_code","score","start_offset_sec","end_offset_sec"
"btbwar",0.99831873,13,16
"btnwar",0.27228752,39,42
"buhvir",0.9967445,68,71
"pilwoo",0.55944,75,78
"eawpew",0.9898874,109,112
"tuftit",0.9982466,110,113
"ovenbi1",0.98069626,141,144
"carwre",0.43832502,176,179
"amerob",0.74303865,181,184
"yetvir",0.43317068,211,214
"scatan",0.9912845,218,221
"acafly",0.9947059,227,230
"magwar",0.51584786,229,232
"hoowar",0.94506794,243,246
"bawwar",0.47022155,261,264
"reevir1",0.98898137,267,270
"gockin",0.6898225,269,272
"comyel",0.5578609,269,272
"cerwar",0.26655334,274,277
"robgro",0.25013593,278,281
"amered",0.61952835,280,283
