"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.5448593,6,9
"orcori",0.67873794,7,10
"bkcchi",0.39760965,13,16
"prawar",0.29061037,16,19
"houfin",0.9235483,26,29
"rewbla",0.99939704,27,30
"amegfi",0.75512046,28,31
"balori",0.2584312,28,31
"blujay",0.487772,41,44
"osprey",0.45033306,42,45
"boboli",0.7363856,46,49
"norcar",0.83409244,48,51
"purfin",0.29571027,59,62
"houspa",0.26929802,68,71
"eastow",0.3555381,80,83
"sonspa",0.99046475,96,99
"warvir",0.9795913,101,104
"yetvir",0.9997694,124,127
"woewar1",0.3675865,141,144
"chispa",0.81493026,142,145
"eursta",0.51049423,152,155
"grcfly",0.43067023,155,158
"yebcha",0.3545112,165,168
"amerob",0.77640384,173,176
