"species_code","score","start_offset_sec","end_offset_sec"
"rthhum",0.75415915,23,26
"haiwoo",0.94615865,41,44
"rewbla",0.4869986,51,54
"swathr",0.99705553,54,57
"moudov",0.38476568,56,59
"buhvir",0.9574175,66,69
"daejun",0.76296085,67,70
"yelwar",0.42905474,86,89
"gockin",0.98164076,90,93
"bkcchi",0.56810504,91,94
"naswar",0.90842295,102,105
"belkin1",0.8915478,102,105
"yerwar",0.9941781,105,108
"bkbwoo",0.9999727,134,137
"amerob",0.68252116,149,152
"whtspa",0.42056167,167,170
"purfin",0.5396143,179,182
"reevir1",0.96236974,181,184
