"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.9675673,6,9
"whtspa",0.8529485,6,9
"norcar",0.99163485,8,11
"yelwar",0.96915954,17,20
"comgra",0.25968137,17,20
"amered",0.28892127,19,22
"fiespa",0.99663204,35,38
"amerob",0.60916054,46,49
"btnwar",0.41692764,46,49
"amegfi",0.7811274,48,51
"balori",0.277883,59,62
"grycat",0.49418905,62,65
"tuftit",0.994864,73,76
"comyel",0.93528396,78,81
"rewbla",0.8077938,78,81
"carwre",0.8860835,80,83
"woothr",0.9461715,87,90
"robgro",0.99726266,107,110
"rebwoo",0.97402656,112,115
"reevir1",0.622941,124,127
"prawar",0.5049592,129,132
"sonspa",0.9975374,132,135
"bnhcow",0.930585,133,136
"grbher3",0.3899961,139,142
"houwre",0.26626197,140,143
"cedwax",0.44043398,148,151
"indbun",0.99205786,152,155
"eastow",0.9990226,155,158
"brnthr",0.8706921,158,161
"whbnut",0.9740904,162,165
