"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.9997647,0,3
"fiespa",0.9417852,2,5
"daejun",0.2614383,81,84
"seaspa",0.36669382,109,112
"pinwar",0.9584972,157,160
"orcori",0.26447082,198,201
"norcar",0.35758615,211,214
"eastow",0.99980694,219,222
"amegfi",0.9224585,222,225
"reevir1",0.9864895,223,226
"wilfly",0.4031059,258,261
"yebcha",0.514481,286,289
"eawpew",0.9975254,288,291
"amerob",0.3417496,328,331
"comyel",0.97899,329,332
"carwre",0.8231647,365,368
"sumtan",0.39415997,366,369
"blujay",0.45613414,404,407
"blugrb1",0.9979991,427,430
"indbun",0.9756746,428,431
