"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.40153438,7,10
"cedwax",0.9957449,11,14
"amered",0.40188563,11,14
"btnwar",0.8094703,18,21
"btbwar",0.97964185,24,27
"reevir1",0.9829916,31,34
"woothr",0.78048456,48,51
"chswar",0.9586329,50,53
"blujay",0.9329366,56,59
"leafly",0.4068278,63,66
"buhvir",0.60992783,70,73
"ovenbi1",0.2692781,78,81
"winwre3",0.2792901,85,88
"amerob",0.49476284,102,105
"veery",0.61819637,110,113
"daejun",0.99339867,113,116
"eawpew",0.9833421,113,116
"comyel",0.9997417,119,122
