"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.99990594,3,6
"yelwar",0.9988032,15,18
"rewbla",0.9625822,19,22
"orcori",0.99735457,20,23
"sonspa",0.97951734,29,32
"grycat",0.9999285,33,36
"blujay",0.32858166,39,42
"amerob",0.7675591,72,75
"wilfly",0.9965996,91,94
"norfli",0.59757406,123,126
"balori",0.40201324,137,140
"amegfi",0.9713498,161,164
"comyel",0.34724587,164,167
"bnhcow",0.8551077,167,170
"rebwoo",0.9549097,168,171
"norcar",0.9687199,175,178
"moudov",0.44520798,175,178
"tuftit",0.68600374,188,191
"reevir1",0.6772858,192,195
"hoowar",0.4075936,209,212
