"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.8406168,0,3
"carchi",0.5685838,4,7
"swathr",0.6811933,17,20
"whtspa",0.2993018,29,32
"comyel",0.99080485,30,33
"sonspa",0.43737513,32,35
"amerob",0.84749186,33,36
"houwre",0.99973255,40,43
"reevir1",0.73111445,49,52
"yebcha",0.38108057,52,55
"bkcchi",0.9697726,56,59
"norcar",0.31373087,56,59
"eastow",0.96030253,73,76
"amewoo",0.38349226,82,85
"grycat",0.45058578,84,87
"eawpew",0.70194536,90,93
"bnhcow",0.4904201,90,93
"fiespa",0.96752316,97,100
"ovenbi1",0.508803,109,112
