"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.40581444,7,10
"kenwar",0.37815046,7,10
"norpar",0.8669568,24,27
"cerwar",0.3771957,35,38
"yerwar",0.9248384,37,40
"comyel",0.36500406,37,40
"pibgre",0.99847025,38,41
"magwar",0.9748532,49,52
"whtspa",0.99644804,50,53
"rebnut",0.9997284,62,65
"herthr",0.8596111,65,68
"yebsap",0.3084969,65,68
"olsfly",0.99610054,80,83
"daejun",0.38080382,81,84
"yebfly",0.9982089,84,87
"naswar",0.9954733,89,92
"reevir1",0.38455558,90,93
"hoowar",0.8858407,92,95
