"species_code","score","start_offset_sec","end_offset_sec"
"hoowar",0.70073515,0,3
"sonspa",0.65200156,4,7
"purfin",0.9737254,5,8
"yelwar",0.8104537,7,10
"chispa",0.7344964,12,15
"houwre",0.38963884,13,16
"amerob",0.25720137,17,20
"louwat",0.83155066,18,21
"cerwar",0.99997544,22,25
"acafly",0.46285677,22,25
"swathr",0.7260916,26,29
"yetvir",0.7347957,27,30
"norcar",0.27109718,27,30
"reevir1",0.90098757,29,32
"amered",0.8339246,31,34
"warvir",0.28766966,31,34
"houfin",0.39878234,39,42
"cedwax",0.9634858,40,43
"bkcchi",0.25378197,49,52
"buggna",0.99883485,50,53
"aldfly",0.95191616,58,61
"leafly",0.34918386,59,62
