"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.31889802,0,3
"houwre",0.7657423,9,12
"reevir1",0.83450896,13,16
"daejun",0.5308227,13,16
"ovenbi1",0.98498636,22,25
"rewbla",0.4436279,40,43
"yebcha",0.5304503,55,58
"yebsap",0.9949134,62,65
"commer",0.8379222,68,71
"tuftit",0.8894568,70,73
"sonspa",0.9892434,79,82
"btnwar",0.40596172,86,89
"comyel",0.7845888,91,94
"buhvir",0.5221759,100,103
"amerob",0.5246125,108,111
"normoc",0.577252,109,112
"veery",0.33318362,124,127
"norcar",0.5958041,128,131
"carwre",0.42137048,128,131
"woothr",0.30847377,131,134
"herthr",0.63925445,146,149
"dowwoo",0.30847228,184,187
"swaspa",0.6171615,218,221
"norwat",0.25985095,218,221
