"species_code","score","start_offset_sec","end_offset_sec"
"brncre",0.9836798,0,3
"bkcchi",0.9936732,2,5
"bkbwar",0.99741006,10,13
"veery",0.80868095,11,14
"eawpew",0.88543105,22,25
"daejun",0.86454034,24,27
"cedwax",0.5486886,25,28
"norpar",0.8235813,33,36
"buggna",0.9570332,42,45
"blujay",0.9465014,43,46
"gockin",0.45679808,67,70
"comyel",0.9416178,69,72
"rewbla",0.75107896,75,78
"chswar",0.38707474,83,86
"amered",0.9789276,85,88
"amerob",0.5672288,95,98
"ovenbi1",0.9999803,99,102
"reevir1",0.9978404,102,105
"acafly",0.33109534,124,127
"scatan",0.39801586,133,136
"tuftit",0.26479265,135,138
