"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.99727535,4,7
"moudov",0.8619744,4,7
"sonspa",0.5686394,93,96
"blujay",0.993795,113,116
"comyel",0.9999309,119,122
"easkin",0.9308523,126,129
"amerob",0.9994075,130,133
"veery",0.86593914,160,163
"whtspa",0.98850876,239,242
"cedwax",0.99972713,251,254
"bkcchi",0.84253347,271,274
"grycat",0.99996895,280,283
"btnwar",0.94083977,346,349
"yerwar",0.50412446,376,379
"swaspa",0.9993169,447,450
"palwar",0.88206273,454,457
"amecro",0.9985734,494,497
"sedwre1",0.9992308,513,516
