"species_code","score","start_offset_sec","end_offset_sec"
"chispa",0.99069387,0,3
"norcar",0.99249536,16,19
"indbun",0.99975514,18,21
"balori",0.50323254,31,34
"fiespa",0.99616444,40,43
"buggna",0.98378015,47,50
"woothr",0.8264724,59,62
"amerob",0.56951517,63,66
"yetvir",0.966962,73,76
"amecro",0.8046976,75,78
"amegfi",0.99170816,77,80
"cedwax",0.98504525,77,80
"comloo",0.5944809,78,81
"carwre",0.9883536,133,136
"comyel",0.9766079,137,140
"woewar1",0.81685925,139,142
"grycat",0.563177,150,153
"reevir1",0.8710493,161,164
"eastow",0.9983432,169,172
"yelwar",0.602435,172,175
"houwre",0.9424604,218,221
