"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.99784315,14,17
"wilfly",0.99996394,19,22
"cedwax",0.99799794,35,38
"easmea",0.9764994,43,46
"moudov",0.6861429,49,52
"rewbla",0.9882739,80,83
"eastow",0.94248956,92,95
"sonspa",0.98535216,195,198
"comgra",0.5211595,207,210
"eursta",0.98989034,225,228
"aldfly",0.88976437,226,229
"grycat",0.96775824,233,236
"swaspa",0.99941343,236,239
"amecro",0.98061323,263,266
"easkin",0.84523356,356,359
"grcfly",0.7241852,385,388
"cangoo",0.5410921,410,413
"yelwar",0.92394227,445,448
