"species_code","score","start_offset_sec","end_offset_sec"
"robgro",0.81953484,17,20
"veery",0.99482745,29,32
"scatan",0.6497247,51,54
"blujay",0.8828604,54,57
"fiespa",0.9586055,58,61
"hoowar",0.5769636,71,74
"indbun",0.5444747,80,83
"amerob",0.76359135,114,117
"daejun",0.9824101,171,174
"sonspa",0.5752214,195,198
"louwat",0.9996757,198,201
"buwwar",0.6019703,209,212
"whtspa",0.61451155,257,260
"reevir1",0.9967672,264,267
"naswar",0.8498646,281,284
"norcar",0.5120522,291,294
"comyel",0.6324739,299,302
"canwar",0.9993596,326,329
"btnwar",0.97183037,329,332
"acafly",0.97303236,356,359
"btbwar",0.71259123,365,368
