"species_code","score","start_offset_sec","end_offset_sec"
"yebsap",0.64201707,8,11
"rebwoo",0.9995356,24,27
"carwre",0.9981108,26,29
"eastow",0.9994211,80,83
"easpho",0.99919784,90,93
"cedwax",0.8799095,113,116
"whbnut",0.9999581,136,139
"norcar",0.9294525,222,225
"norfli",0.90897393,287,290
"reevir1",0.91298276,303,306
"amerob",0.7393163,323,326
"carchi",0.66195077,331,334
"woothr",0.99999857,341,344
"eawpew",0.99895287,353,356
"tuftit",0.99495405,369,372
"blujay",0.9976534,417,420
"moudov",0.99695796,435,438
"dowwoo",0.7894844,454,457
"normoc",0.5006811,483,486
"amegfi",0.93739146,488,491
"pilwoo",0.9918563,504,507
