"species_code","score","start_offset_sec","end_offset_sec"
"pinwar",0.7164089,12,15
"veery",0.9805587,13,16
"reevir1",0.97407377,19,22
"chswar",0.94615114,25,28
"ovenbi1",0.9999742,31,34
"canwar",0.9219867,47,50
"comyel",0.9992985,52,55
"amered",0.9597817,54,57
"cerwar",0.5586822,66,69
"clcspa",0.8150632,69,72
"sonspa",0.99651444,81,84
"grycat",0.97154486,104,107
"buwwar",0.99773234,125,128
"aldfly",0.9969635,134,137
"houwre",0.86408836,153,156
"prawar",0.675531,159,162
"amerob",0.5698773,163,166
"blujay",0.9997821,188,191
"yerwar",0.7115589,189,192
"gowwar",0.9809938,234,237
