"species_code","score","start_offset_sec","end_offset_sec"
"balori",0.7279829,10,13
"reevir1",0.97266775,17,20
"warvir",0.6605943,22,25
"fiespa",0.94482046,42,45
"yelwar",0.8225441,120,123
"yerwar",0.94277066,164,167
"magwar",0.785536,211,214
"naswar",0.75627714,219,222
"moudov",0.9935179,238,241
"prawar",0.99890846,264,267
"eastow",0.9997936,322,325
"mouwar",0.9999293,357,360
"olsfly",0.69691247,479,482
"veery",0.99939805,703,706
"grycat",0.9897771,716,719
"norcar",0.6302701,776,779
"comyel",0.99928284,803,806
"chswar",0.99983656,823,826
"sonspa",0.9895848,845,848
"robgro",0.98434055,854,857
