"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.9711986,38,41
"wiltur",0.9546358,162,165
"buggna",0.9982003,179,182
"amecro",0.9869816,185,188
"woothr",0.99998343,311,314
"scatan",0.99735624,516,519
"amerob",0.59798557,521,524
"bkbcuc",0.9158373,567,570
"reevir1",0.9994731,583,586
"yebcuc",0.56696516,585,588
"blujay",0.7360929,612,615
"rebwoo",0.7568606,651,654
"pinwar",0.8976493,692,695
"tuftit",0.99827385,696,699
"moudov",0.7368408,719,722
"eawpew",0.99970436,722,725
"veery",0.65476155,723,726
"acafly",0.9939679,727,730
