"species_code","score","start_offset_sec","end_offset_sec"
"tuftit",0.6318656,17,20
"eursta",0.77613527,41,44
"warvir",0.6036269,45,48
"amegfi",0.9948889,100,103
"brncre",0.5838025,150,153
"grycat",0.98701155,181,184
"amerob",0.9991491,188,191
"brnthr",0.99816066,192,195
"amecro",0.9039893,200,203
"reevir1",0.5662536,201,204
"blujay",0.8845291,211,214
"scatan",0.61303246,229,232
"eastow",0.9825803,241,244
"carwre",0.6885514,251,254
"balori",0.96690667,253,256
"gockin",0.9991024,261,264
"bkcchi",0.69254595,262,265
"sonspa",0.90352976,307,310
