"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.9882111,7,10
"robgro",0.62247175,20,23
"whtspa",0.62437874,21,24
"norfli",0.9835346,28,31
"comyel",0.99483615,31,34
"pibgre",0.88951004,34,37
"wilsni1",0.9940065,37,40
"moudov",0.82937384,41,44
"comgra",0.9976294,47,50
"reevir1",0.9435897,49,52
"cedwax",0.95734423,53,56
"yelwar",0.99954283,60,63
"swaspa",0.9937156,64,67
"sonspa",0.9901148,72,75
"grycat",0.5548527,74,77
"warvir",0.53385603,78,81
"fiespa",0.9947894,80,83
"amerob",0.88159925,80,83
"wilfly",0.966651,82,85
"rewbla",0.97985446,93,96
"amecro",0.7003557,110,113
