"species_code","score","start_offset_sec","end_offset_sec"
"herthr",0.7740351,34,37
"gockin",0.94072086,38,41
"bkcchi",0.88466567,42,45
"whtspa",0.9997569,75,78
"warvir",0.8078152,88,91
"yerwar",0.9995584,91,94
"hoowar",0.56889486,95,98
"chswar",0.9748215,121,124
"norfli",0.95215917,141,144
"btbwar",0.6534933,165,168
"eawpew",0.999198,169,172
"norpar",0.9999468,190,193
"magwar",0.92196155,266,269
"winwre3",0.99970174,317,320
"veery",0.65181303,369,372
"yebfly",0.9806017,397,400
"linspa",0.5717436,419,422
"buhvir",0.5806219,511,514
"cedwax",0.9991707,514,517
"comyel",0.99941003,581,584
"brncre",0.6603988,650,653
"blujay",0.99735385,809,812
"purfin",0.6102454,872,875
"rebnut",0.98118716,898,901
"sonspa",0.58922637,916,919
"cerwar",0.9874082,962,965
"reevir1",0.9977825,964,967
"btnwar",0.67886746,1150,1153
"naswar",0.9618779,1160,1163
