"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.9978002,1,4
"grycat",0.9998773,4,7
"norfli",0.8192118,23,26
"balori",0.92860407,29,32
"yerwar",0.81939954,36,39
"rewbla",0.54521537,42,45
"comyel",0.9968757,52,55
"sonspa",0.99447507,56,59
"amerob",0.9552808,67,70
"ovenbi1",0.949118,78,81
"amegfi",0.8766215,82,85
"bnhcow",0.5032257,86,89
"woothr",0.99501395,92,95
"robgro",0.7883989,110,113
"indbun",0.79201126,116,119
"blujay",0.98174965,158,161
"warvir",0.6050725,159,162
"reevir1",0.77297014,165,168
"carwre",0.9291699,182,185
"scatan",0.8297758,185,188
"norcar",0.9957873,190,193
"tuftit",0.8816504,194,197
