"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.56720245,1,4
"tuftit",0.9341563,13,16
"comyel",0.60244167,23,26
"bawwar",0.9085061,26,29
"robgro",0.99881315,31,34
"herthr",0.962499,48,51
"norcar",0.50712436,49,52
"amegfi",0.8786623,57,60
"magwar",0.7716857,72,75
"reevir1",0.99468637,82,85
"daejun",0.98192054,83,86
"ovenbi1",0.9995042,100,103
"bkbwar",0.98146814,105,108
"babwar",0.56027734,115,118
"eastow",0.6891012,136,139
"woothr",0.8984613,160,163
"veery",0.9411681,170,173
