"species_code","score","start_offset_sec","end_offset_sec"
"aldfly",0.9872928,5,8
"comyel",0.9985336,8,11
"veery",0.9976995,11,14
"tuftit",0.6538064,13,16
"naswar",0.9703028,14,17
"yelwar",0.99291694,16,19
"blujay",0.5523251,21,24
"rewbla",0.8433721,24,27
"bkcchi",0.98994666,39,42
"comgra",0.9310236,52,55
"buwwar",0.8019213,55,58
"norfli",0.9576966,60,63
"amecro",0.94464844,61,64
"indbun",0.79016316,62,65
"grycat",0.96586543,65,68
"moudov",0.93084955,65,68
"sonspa",0.9194239,66,69
"yebsap",0.8167604,71,74
