"species_code","score","start_offset_sec","end_offset_sec"
"bkcchi",0.996092,15,18
"veery",0.99721533,21,24
"houwre",0.99505955,26,29
"amered",0.9793818,48,51
"aldfly",0.97845924,60,63
"eawpew",0.93903357,61,64
"yelwar",0.9088187,75,78
"tuftit",0.84025425,77,80
"blujay",0.99192446,85,88
"sonspa",0.99371755,87,90
"amegfi",0.9955445,89,92
"comyel",0.9623743,114,117
"rewbla",0.5517824,119,122
"buwwar",0.997823,122,125
"grycat",0.99983734,126,129
"chswar",0.99104804,136,139
"ovenbi1",0.9512102,139,142
