"species_code","score","start_offset_sec","end_offset_sec"
"easblu",0.7109013,9,12
"grycat",0.99975574,21,24
"bkcchi",0.6248134,58,61
"cedwax",0.8948368,91,94
"amerob",0.9185969,93,96
"carwre",0.9994281,96,99
"blujay",0.9931478,118,121
"whtspa",0.6853132,120,123
"belkin1",0.98382366,130,133
"swaspa",0.98226833,139,142
"purfin",0.53310895,141,144
"comyel",0.99935836,156,159
"easpho",0.7022985,157,160
"reevir1",0.95925134,161,164
"swathr",0.5691621,186,189
"warvir",0.6792235,187,190
"sonspa",0.99205256,208,211
"amegfi",0.90909415,208,211
"norfli",0.95602334,221,224
"houwre",0.84302884,253,256
