"species_code","score","start_offset_sec","end_offset_sec"
"yebcuc",0.98408246,0,3
"robgro",0.9326183,10,13
"daejun",0.66812265,35,38
"mouwar",0.9911006,42,45
"ovenbi1",0.95990646,67,70
"woothr",0.66718453,67,70
"veery",0.90672034,74,77
"wiltur",0.78277093,116,119
"btbwar",0.9996431,165,168
"reevir1",0.99905604,197,200
"yetvir",0.53376716,221,224
"rebwoo",0.87225217,249,252
"bawwar",0.9857707,255,258
"canwar",0.96473706,260,263
"pilwoo",0.536513,293,296
"amerob",0.999586,318,321
"btnwar",0.94843984,320,323
"magwar",0.97647226,339,342
"scatan",0.95146567,362,365
"brncre",0.5855141,363,366
"bkcchi",0.92470527,364,367
