"species_code","score","start_offset_sec","end_offset_sec"
"blugrb1",0.99877113,20,23
"whevir",0.65268517,26,29
"houfin",0.63444155,40,43
"tuftit",0.99959624,55,58
"chispa",0.9959442,60,63
"scatan",0.9957162,89,92
"buggna",0.99978936,114,117
"rewbla",0.72457904,127,130
"treswa",0.85047567,131,134
"orcori",0.70621276,139,142
"norcar",0.9902196,143,146
"indbun",0.99996877,151,154
"yebcha",0.7934213,155,158
"reevir1",0.9479488,170,173
"amecro",0.71288276,187,190
"carwre",0.9988624,193,196
"carchi",0.98404616,200,203
"amegfi",0.8870855,205,208
