"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.971834,46,49
"norcar",0.99098116,90,93
"indbun",0.996383,131,134
"buggna",0.99990475,164,167
"prowar",0.58618593,198,201
"orcori",0.7537094,225,228
"woothr",0.9968521,249,252
"amerob",0.88145256,516,519
"carchi",0.99860066,547,550
"sumtan",0.61222774,621,624
"eastow",0.8610608,626,629
"whevir",0.99997544,637,640
"amecro",0.9909567,698,701
"grycat",0.9999755,753,756
"rewbla",0.73925924,808,811
"amegfi",0.5006002,947,950
"yelwar",0.76845175,956,959
"yebcuc",0.99619836,987,990
"amered",0.51799905,1015,1018
"louwat",0.99713147,1120,1123
"cedwax",0.9997173,1200,1203
"balori",0.8441312,1287,1290
"comyel",0.98720187,1336,1339
"reevir1",0.86788046,1364,1367
"fiespa",0.93064713,1454,1457
"rinduc",0.98879915,1468,1471
"bkcchi",0.60641265,1549,1552
