"species_code","score","start_offset_sec","end_offset_sec"
"blujay",0.8042343,19,22
"norfli",0.81373334,26,29
"norcar",0.96396226,30,33
"houfin",0.7696167,40,43
"whbnut",0.7148882,41,44
"tuftit",0.6960835,57,60
"carwre",0.9963837,64,67
"fiscro",0.92371637,102,105
"belkin1",0.7579586,126,129
"reevir1",0.8522115,132,135
"purmar",0.6323396,157,160
"balori",0.7240963,164,167
"killde",0.90814954,170,173
"normoc",0.9994488,196,199
"amerob",0.6301832,217,220
"yebcha",0.80602044,219,222
"grcfly",0.93497586,229,232
"grnher",0.62879455,234,237
"rewbla",0.6522008,248,251
"amecro",0.6039998,248,251
