"species_code","score","start_offset_sec","end_offset_sec"
"balori",0.84252006,1,4
"warvir",0.9888561,6,9
"aldfly",0.99440306,17,20
"leafly",0.5115754,30,33
"swaspa",0.9889726,35,38
"reevir1",0.9485288,88,91
"sonspa",0.811972,106,109
"virrai",0.99996567,144,147
"amecro",0.64870775,145,148
"hoomer",0.99766976,166,169
"easkin",0.9978394,175,178
"moudov",0.5769435,219,222
"rewbla",0.99947286,228,231
"amerob",0.8915234,228,231
"grcfly",0.72305346,234,237
"pilwoo",0.7672254,236,239
"comgra",0.77765584,245,248
"veery",0.6597416,253,256
"comyel",0.995839,260,263
"cedwax",0.5857801,284,287
"cangoo",0.6018404,294,297
"treswa",0.99946386,310,313
"commer",0.6887881,313,316
"amegfi",0.9087619,321,324
