"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.6269045,0,3
"bkcchi",0.8266912,26,29
"comyel",0.62961686,26,29
"cedwax",0.9926995,53,56
"pinwar",0.9652102,68,71
"ovenbi1",0.9971072,71,74
"bawwar",0.9520119,88,91
"buhvir",0.6088167,169,172
"herthr",0.9999657,171,174
"chispa",0.57617605,190,193
"daejun",0.5682328,191,194
"whtspa",0.9999825,210,213
"reevir1",0.92155975,218,221
"blujay",0.9992208,234,237
"veery",0.5230366,248,251
"purfin",0.9955176,249,252
"naswar",0.9990119,277,280
