"species_code","score","start_offset_sec","end_offset_sec"
"yelwar",0.50173706,3,6
"eawpew",0.99580735,11,14
"bkcchi",0.95944226,18,21
"rebwoo",0.9681336,20,23
"norcar",0.99743134,22,25
"sonspa",0.76117843,26,29
"moudov",0.99194956,30,33
"aldfly",0.9150542,31,34
"brnthr",0.64031786,37,40
"rewbla",0.88256073,45,48
"carchi",0.6745929,45,48
"amered",0.925378,47,50
"eastow",0.96371675,64,67
"tuftit",0.52567077,64,67
"carwre",0.6544784,68,71
"swaspa",0.99491,73,76
"amerob",0.6191892,78,81
"comyel",0.9857954,80,83
"purmar",0.9580504,88,91
"reevir1",0.62123394,93,96
