"species_code","score","start_offset_sec","end_offset_sec"
"boboli",0.99999535,1,4
"pibgre",0.55945015,7,10
"cedwax",0.54964936,12,15
"comyel",0.9997419,16,19
"grycat",0.88625765,17,20
"barswa",0.5780994,54,57
"houspa",0.5004947,69,72
"amerob",0.9908602,72,75
"savspa",0.5919325,81,84
"eursta",0.9962437,93,96
"easmea",0.8875187,97,100
"amegfi",0.9967121,100,103
"fiespa",0.9956287,110,113
"rewbla",0.99422556,121,124
"reevir1",0.9526364,139,142
"amecro",0.98168546,147,150
"sonspa",0.9938753,156,159
"yelwar",0.6798491,164,167
