"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.9745624,12,15
"bkcchi",0.8626197,24,27
"brnthr",0.8081523,24,27
"eastow",0.99790305,26,29
"daejun",0.8869261,52,55
"veery",0.9999771,55,58
"amecro",0.8750196,58,61
"yelwar",0.58516806,152,155
"rebnut",0.988129,156,159
"ovenbi1",0.9999795,256,259
"rewbla",0.51688325,261,264
"comyel",0.99682456,325,328
"herthr",0.85747015,370,373
"chswar",0.97022665,372,375
"cedwax",0.56888205,598,601
"robgro",0.55431414,601,604
"naswar",0.5181819,622,625
