"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.6420661,3,6
"comyel",0.5140119,3,6
"norwat",0.6931469,9,12
"prawar",0.8105169,10,13
"sonspa",0.5732865,12,15
"canwar",0.9991308,15,18
"cedwax",0.9991381,19,22
"amerob",0.9950255,24,27
"bkcchi",0.7146713,35,38
"indbun",0.9163788,37,40
"amecro",0.72621185,42,45
"fiespa",0.9055489,43,46
"blujay",0.99753755,45,48
"chswar",0.7647891,49,52
"mouwar",0.7876976,61,64
"eastow",0.997198,67,70
"moudov",0.9643409,125,128
"dowwoo",0.9870262,131,134
