"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.9961001,8,11
"savspa",0.9990446,45,48
"graspa",0.99922335,55,58
"chispa",0.7983184,59,62
"norcar",0.89338684,60,63
"sonspa",0.9987466,72,75
"indbun",0.99333525,89,92
"comyel",0.9721252,116,119
"rebwoo",0.9898066,127,130
"eawpew",0.9944537,141,144
"chswar",0.8935449,143,146
"amerob",0.8033663,153,156
"tuftit",0.99985313,175,178
"grycat",0.607337,199,202
"amecro",0.99583864,228,231
"brnthr",0.9341425,230,233
"eastow",0.9059427,287,290
"amegfi",0.53927827,298,301
"boboli",0.9999918,321,324
"rewbla",0.9876402,343,346
