"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.9973704,5,8
"boboli",0.5241661,16,19
"grycat",0.9959888,19,22
"bawwar",0.98598343,22,25
"yebcha",0.65737164,28,31
"comyel",0.99433374,29,32
"amecro",0.7362298,31,34
"amerob",0.9976333,32,35
"sonspa",0.9669326,34,37
"brnthr",0.8784541,39,42
"buwwar",0.9972919,51,54
"aldfly",0.9939616,65,68
"normoc",0.5344167,90,93
"norcar",0.83059794,99,102
"fiespa",0.9989533,100,103
"ovenbi1",0.9953616,117,120
"moudov",0.9145762,124,127
"blujay",0.8308146,126,129
"chispa",0.72673017,129,132
"chswar",0.9098703,133,136
"houwre",0.8396946,147,150
"rewbla",0.5498765,148,151
"savspa",0.92718613,170,173
"amered",0.667642,170,173
"yelwar",0.99121046,184,187
"gowwar",0.5282986,217,220
"henspa",0.7706239,222,225
"dickci",0.50381905,222,225
"yerwar",0.7278905,223,226
"sedwre1",0.715523,241,244
