"species_code","score","start_offset_sec","end_offset_sec"
"prawar",0.9980678,0,3
"reevir1",0.95560735,8,11
"rewbla",0.9769887,14,17
"sonspa",0.99714005,19,22
"cedwax",0.9910765,21,24
"comyel",0.9863024,24,27
"amegfi",0.97763944,26,29
"chispa",0.99090904,27,30
"eastow",0.7057907,31,34
"wesmea",0.6496635,52,55
"amered",0.5137068,52,55
"indbun",0.5479545,55,58
"amerob",0.89330965,61,64
"normoc",0.79395235,63,66
"brnthr",0.99580336,73,76
"blugrb1",0.6045689,82,85
"easblu",0.97524434,112,115
"amecro",0.8829974,121,124
"fiespa",0.9997998,126,129
