"species_code","score","start_offset_sec","end_offset_sec"
"sedwre1",0.80571365,49,52
"comyel",0.98290294,89,92
"grycat",0.79746926,97,100
"houfin",0.9912155,116,119
"bkcchi",0.9976995,125,128
"houwre",0.9948173,148,151
"amerob",0.9999551,165,168
"amegfi",0.99728346,243,246
"blujay",0.9776527,246,249
"chispa",0.66430044,249,252
"dowwoo",0.6825255,274,277
"houspa",0.9763214,285,288
"eursta",0.75461,303,306
"wilfly",0.5641284,349,352
"rewbla",0.55374765,359,362
"norcar",0.9794311,383,386
"carwre",0.5848502,393,396
