"species_code","score","start_offset_sec","end_offset_sec"
"gockin",0.7527843,7,10
"rewbla",0.964065,9,12
"yebsap",0.6907087,9,12
"bkpwar",0.86245805,19,22
"fiespa",0.75408906,28,31
"bnhcow",0.9391679,63,66
"reevir1",0.99972385,73,76
"easmea",0.98856443,108,111
"amegfi",0.99265677,132,135
"scatan",0.9613745,137,140
"blujay",0.999154,153,156
"comyel",0.9466902,208,211
"savspa",0.9999648,247,250
"pilwoo",0.92094636,388,391
"amecro",0.99736106,448,451
"yetvir",0.7232151,463,466
"cedwax",0.6184152,477,480
"amerob",0.67967993,576,579
"carchi",0.5756524,589,592
"bkcchi",0.9975286,608,611
"sonspa",0.9982895,689,692
"norcar",0.9198354,741,744
"killde",0.9882828,760,763
"rebwoo",0.52731293,833,836
"robgro",0.86638904,900,903
"graspa",0.99809444,940,943
"chispa",0.8674658,972,975
"boboli",0.99968505,994,997
