"species_code","score","start_offset_sec","end_offset_sec"
"bnhcow",0.62495846,103,106
"swaspa",0.99968404,131,134
"comgra",0.62013906,133,136
"comyel",0.9996297,136,139
"chswar",0.97345906,149,152
"daejun",0.6516741,166,169
"amegfi",0.9901132,325,328
"amecro",0.6585766,337,340
"sonspa",0.99962795,357,360
"cedwax",0.9986744,368,371
"yelwar",0.9342803,382,385
"rewbla",0.9961153,400,403
"grycat",0.7282403,533,536
"ovenbi1",0.534675,579,582
"norcar",0.9357546,582,585
"treswa",0.91987026,636,639
"marwre",0.9999802,673,676
"blujay",0.5617166,738,741
"wilfly",0.9953474,764,767
