"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.9913004,10,13
"warvir",0.99773526,29,32
"tuftit",0.7254958,30,33
"chswar",0.6549372,36,39
"rewbla",0.9916672,38,41
"orcori",0.99904233,50,53
"ribgul",0.9941349,54,57
"yelwar",0.9967113,57,60
"amebit",0.96938837,68,71
"treswa",0.548678,75,78
"woothr",0.5727137,84,87
"comgra",0.95524967,104,107
"houspa",0.9062648,121,124
"grycat",0.7678122,132,135
"balori",0.984518,158,161
"amegfi",0.9988196,163,166
"prowar",0.6792533,179,182
"wlswar",0.84936833,182,185
"swathr",0.61278075,182,185
"amerob",0.95100534,193,196
"fiespa",0.5263392,206,209
"wilfly",0.99539554,227,230
"comyel",0.6393086,233,236
