"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.9994444,6,9
"cedwax",0.97472197,10,13
"chispa",0.984727,11,14
"btnwar",0.5580308,13,16
"amerob",0.9802733,24,27
"comyel",0.6259785,30,33
"ovenbi1",0.99821895,57,60
"amered",0.9772578,59,62
"rewbla",0.88421607,89,92
"bkbwar",0.8111757,135,138
"reevir1",0.99453163,185,188
"indbun",0.57988244,274,277
"woothr",0.8834733,285,288
"rufgro",0.61912286,321,324
"winwre3",0.9427084,374,377
"chswar",0.8174295,377,380
"blujay",0.87604797,448,451
"scatan",0.9976371,530,533
"wlswar",0.5903956,584,587
"daejun",0.690108,587,590
"veery",0.95141363,601,604
"eastow",0.9955809,613,616
"bkcchi",0.71210307,619,622
