"species_code","score","start_offset_sec","end_offset_sec"
"amered",0.69752836,3,6
"ovenbi1",0.9998024,14,17
"cedwax",0.6562448,17,20
"chispa",0.9953488,24,27
"reevir1",0.98561484,40,43
"haiwoo",0.9972328,54,57
"savspa",0.6240216,56,59
"bkbwar",0.9968315,67,70
"mouwar",0.9900306,72,75
"houwre",0.7804339,95,98
"daejun",0.95625293,111,114
"amerob",0.56454206,124,127
"btnwar",0.86350054,132,135
"buhvir",0.822666,133,136
"magwar",0.94346213,143,146
"whtspa",0.9778108,161,164
"winwre3",0.98732334,182,185
"brncre",0.9468675,193,196
"redcro",0.998462,198,201
