"species_code","score","start_offset_sec","end_offset_sec"
"gowwar",0.9581741,1,4
"norcar",0.694222,83,86
"grycat",0.9774106,120,123
"eastow",0.98774433,131,134
"tuftit",0.9671094,141,144
"leafly",0.9197492,145,148
"bawwar",0.5106111,169,172
"yelwar",0.998978,172,175
"sonspa",0.9567705,187,190
"amerob",0.72137195,246,249
"cedwax",0.91386193,259,262
"buwwar",0.99766415,273,276
"ovenbi1",0.99979544,320,323
"amegfi",0.51609933,320,323
"amered",0.9923229,337,340
"reevir1",0.99656487,338,341
"robgro",0.5940452,393,396
"scatan",0.9892123,445,448
"woothr",0.612867,484,487
